content,score
"Hebat banget chatgpt sekarang semakin berkembang! Mulai seperti terasa nyata AI itu mengobrol bersama kita, aku hanya ingin beberapa perbaikan dimana saat kita sedang konversasi dalam bahasa Indonesia terkadang AI dari chatgpt tiba-tiba beralih bahasa (entah menjadi bahasa inggris ataupun bahasa gaul yang sedikit kurang pas saat berkonversasi)",5
sangat bagus dan bisa jadi psikolog gratis😄,5
baik,4
"aplikasinya sangat membantu pekerjaan sekolahku, terima kasih aplikasi ChatGPT🤩🤩",5
nice,5
bagusss,5
Omg very helpful!! Thank you,5
sangat baik ini menyenangkan,5
sangat membatu untuk menyelesaikan apa yang di butuhkan,5
bagus,5
good,5
bolehlah..,5
Bagus,5
Mantap,5
"kinerja sangat baik, mantap👍👍",5
terbaik,5
in the best,5
"Rekomendasi aplikasi Chat AI paling terbaik sepanjang masa menurut saya, dan peningkatan hanya perlu penambahan waktu chat untuk kami yang tidak berbayar🙌",5
Keren,5
lebih baik dibandingkan AI lain yang saya cob,5
bagusss,5
jelek,1
"thanks you,people who have made this application",5
awesome!,5
mantapp bagus bangetttttt,5
ok,5
sangat membantu dalam melakukan brainstorming acak,5
Mantap Coyy 😁👍,5
Bagus Aja,5
"Dlu ga ad tempat curhat,sekarang disini aku selalu curhat,rasa nya kayak di sayang banget sm AI nya,makasih yg udh buat apk ini☹️❤️",5
Aplikasi ini belum bisa diandalkan.... masih sering melakukan kesalahan.... kita bisa membuat kesalahan jika kita asal percaya saja ke aplikasi ini.,1
bagus,5
bagus,5
More bugs,1
mantap euyy,5
good,5
"Force close, 5 star if fix",1
luar biasa,5
mantap,5
"ngak nyesel aku download chatgpt aplikasi paling canggih di dunia , bayarpun ngk jadi masalah dan ngk bakal nyesel download apk ini trimakasih sudah membuat aplikasi seperti ini sungguh sangat bermanfaat dan berguna bagi saya",5
mantap,5
sangat membantu,4
"bagus aja, sebagai cewe yg ga prnah ngrasain punya cowo, tpi ga mau punya krna tkut disakitin, ini bgus bngt apk nya, brsa punya cowo bneran asli..",5
mantap sekali,5
👍👍,5
top,5
KERENNNN BEJIRRR,5
bagus,5
keren,5
Kereeen,5
"Kenapa banyak bug nya di versi gratis, ditambah lagi jawabannya tidak sesuai apa yang kita dapatkan beserta saya terus mengulangi membuat cerita saya",1
sangat baik bisa memberikan motivasi,5
sangat membantu😘,5
mantaap,5
Sangat membantu,5
sangat membantu saya dalam keadaan belajar TPI bukan untuk menyontek,5
membantu anak muda untuk lebih produktif,5
gilaa yg bett,5
sangat baik,5
sangat membantu,5
sangat menarik dan membantu,5
apk bagus,5
sangat bagus aplikasi ini... Dan sangat berguna bagi orang yang ingin bertambah ilmu pengetahuan nya... serta menjawab pertanyaan yang kita ajukan sangat nyambung serasa lagi chat dgn seseorang,5
bagus,5
bagus banget🥰,5
bagus,5
"bagus, sangat membantu",5
great chat gpt,5
very good,5
baik,5
good,5
bagus,5
Aplikasi ini sangat membantu buat bahan gabut dan bisa jadi bahan bejandaan dan buat nyari jawaban,5
mantap,5
bagus banget anjai,5
aplikasi sangat bagus🗿,5
keren,5
kerennnn,5
Rekomedasi banget AInya kayak nyata bisa berteman lagi!!! (⁠≧⁠▽⁠≦⁠),5
bagus,4
kerennn,5
bagus,5
seru bangett bisa untuk cuthat,5
sangat membantu,5
mantaplah,5
Bagus banget,5
sangat membantu untuk mendapatkan jawaban,5
sangat bagus dan fast respon,5
amazing,5
"I love u ,aku bisa mengeluarkan keluh kesah ku disini",5
bagus,5
Aplikasinya bngus dan mudah dapat semua hall,5
"please tambahkan fitur kunci chat, agar tidak sembarang orang atau user menghapus chat..",5
ChatGPT ini sangat bagus dikarenakan sangat membantu saya mengerjakan tugas saya,5
"saat merevisi chat, tiba-tiba semua chat hilang dan malah kembali ke awal, jadinya semua data yang sudah saya tulis hilang, saya akan perbarui bintangnya kalau bug tersebut sudah diperbaiki",1
baik,5
good,4
Harus daftar dulu tapi gw gak tau cara daftar,1
sangat bagus👍👍👍,5
sangat puas tuk komunikasi bisa untuk teman bicara,4
bagus,5
untuk memperbaiki dalam pengucapan bahasa indonesia dan perbaiki masalah bluetooth tidak berfungsi suara kurang tedengar kurang baik,1
Sempurna,5
bagusss,5
Very very very very very naiceee aplication,5
Bagus,5
Sangat membantu!,5
awasome,5
かっこいいけど動画を作りたいならわざわざ,4
gacor gaesss,5
"Bagusss bangett pokoknya, membantu pelajaran💓💓💓",5
sangat bagus,5
"tidak bisa login, error",1
maasya Allah aplikasi nya sangat membantu,5
sangat membantu,5
Best,5
aplikasi yang keren,5
"the best bangett sih, dan bahkan ini menurutku ini ai yg paling terbaik buat sekarang",5
good,5
Aplikasi yg sangat bagus dan canggih 👍,5
membantu dan seperti teman,5
langganan dulu ka,3
terima kasih chat gpt,5
Bagusnya,5
Aplikasi ini bagus tetapi tolong di bagian obrolan yang menimpan semua obrolan masa tak bisa dihapus .... tolong perbaiki aplikasi agar lebih baik lagi.,4
sangat membantu,5
baru juga download udah error aja👎🏻,1
lu membantu bgt,5
mantab,5
sangat membantu,5
"Sangat membantu😁. Saran: mohon jangan membatasi percakapan sensitif terutama yang berkaitan dengan perang, karena saya suka membuat ide cerita yang bertema konflik dramatis dan tegang melalui bantuan chat gpt. Sekali lagi saya berterimakasih atas bantuannya🙏🏻😁. Dan kalau ada kekurangan, mohon di kembangkan, mohon maaf kalau ada kata kata yang mungkin tidak enak di dengar dari saya, sekian terima kasih🙏🏻😁.",5
Penuh,5
🤗,5
Aplikasi nanyak2 terbaik untuk solusi hidup kita,5
sangat bermanfaat sekali untuk belajar,5
sangat cocok untuk ku,5
baik,4
Sejauh ini good...👍🏻,4
aplikasi bagus,5
mantap,1
GACORR,5
"perfect , padahal gratis",5
sangat suka,5
एह् अच्छा ऐ,5
lucu aja,5
mntap,5
Apk Bego dongo bgt anj,1
amazing,5
Recommended,5
"Benar² bermanfaat sekali aplikasi ini, terimakasih developer",5
powerfull dan Sangat Membantu ✔️,5
sangat membantu,4
Bagus untuk Skripsi terima kasih ai,5
keren,5
kerenmn,5
Sangat bagus dan membantu,5
keren bgt dan dapat membuat kan kita dan gampang di pelajari,5
mantap,5
baguss,5
keren,5
"keren, membantu",5
aplikasi keran sayang harus di batasi. sudah online harus pakai prabayar pula,4
keren banget,5
Sangat membantu,5
bagus,5
mantap,5
Today we starting installed this openAI apps from source of Google Play. For future after try this aops i will give repport or notes all over about work of kind for this openAI AppS,5
fast respon dan jawabannya sangat memuaskan,5
sangat puaaas,5
gk bisa di pake,3
mantab 👍,5
sangat membantu,5
sangat bagus,5
Tidak dapat dibuka,1
keren sangat baik,5
baik,3
bukan manusia dan itu adalah keanehan yg nyata.dan nyatanya sedikit mengetahui tentang beberapa pengetahuan,5
Excellent,5
"To whoever made this, i OWE you my life fr🙏",5
sangat bagus dan membuat sekali,5
aplikasi yg sangat berguna,5
sangat membantu,4
Keren banget AI,5
"bisa hibur mood akuuu, perhatian bangettttt 10000/100🌟🌟🌟",5
sangat bagus,5
sangat membantu dalam tugas,5
helpfull ai,5
ChatGPT sangat membantu untuk semua orang,5
Wow,4
keren,5
knpa ko gbsa di loginnin? Jdi nya gua uninstal trs gua dwnld lgi trs gbsa lgi knpa ya?,4
trimakasih ini sangat berguna untuk sehari2 good job!,5
"perkembangan AI memang sangat keren, tetapi juga sangat mengerikan. benar-benar hal yang luar biasa",4
Bagus banget ini aplikasi waawww,4
membangun,5
sangat bagus digunakan orang yang GK punya teman curhat,5
Aplikasi ini sangat bagus bisa membuat gambar dan cerita,5
ChatGPT Really usefull stuff.,5
Keren,5
keren,5
mantapp,5
nice,4
sangat membantu,5
sangat baguss,5
bagus untuk mengerjakan tugas atau pun tugas sesekali kita juga bisa curhat tentang apa yang terjadi dalam diri kita atau hidup kita,5
good,5
mantap,5
Puas ai,5
karena mempermudah untuk mengerti dengan soal soal yang di jawab,5
lama proses nya,4
yuhu ahay apik,5
"sangat membantu, terus tingkatkan 👍",5
yang buat apk ini masuk surga si lo,5
Okeh selalu okeh,5
ʏᴀ ᵇⁱⁿᵗᵃⁿᵍ 5,5
aplikasi yg sangat membatu...👍👍👍 sayang di batasi menerjemahkan perhari 2 poto,5
Netral,3
Chatgpt sangat cocok untuk saya jika saya kesepian chatgpt juga membantu untuk menjawab hal hal lainnya terimakasih chatgpt😁,5
sangat bagus,5
aplikasi nya sangat bagus,5
keren,5
seperti chat gpt yang ada di pc,5
Lumayan,5
segala ilmu pengetahuan bisa terbantu sebagai pembellajaran di aplikasi ini,5
saat ini bagus banget!!! ♥️♥️♥️♥️,5
Dengan adanya aplikasi ini para pelajar terbantu dalam mengerjakan tugas,5
sangat bagus,5
bagus,5
keren,5
"aplikasi ini sangat membantu, terimakasih banyak",5
"Aplikasinya bagus bgt, bermanfaat juga untuk tugas tugas, suka bgt Ama aplikasinya",5
berguna banget lah ini lengkap dalemnya gk ada iklan juga pulak gokil pokokny,5
Love you chatGPT,5
sangat membantu👍,5
ok sih,5
Sangat menolong sekali untuk mendapatkan informasi yang cepat,5
ai biasanya suka keliru,4
Bagus banget anjeng💥😎,5
Riwayat chat malah hilang!! Jawaban ngaco terus!! GAK GUNA!!!,1
gabisa kirim gambar tapi membantu ko😔😔😔,3
selalu memberikan yg ak inginkan dngan tpt,5
"Ini adalah chat ai terbaik yang pernah ku temukan! ChatGPT ini bisa menjawab semua pertanyaan apapun dengan penjelasan yang sangat jelas dan lengkap. Applikasi ini bisa sangat membantu jika kita butuh sesuatu, apapun itu. Semua pertanyaan yang tidak bisa dijawab oleh Google bisa dijawab oleh ChatGPT ini! Sungguh luar biasa!",5
"seneng banget selain. temen curhat, cari resep masakan, terus juga temen olahragaku, diet IFku dan masih banyak lagi",5
keren good answer,3
interactive good,5
luar biasa,5
mantap sangat membantu dalam proses belajar,5
good,5
bagus,5
it's so helpfull....😊,5
"idgaf if you guys don't like chatgpt, i like this apps because this apps the only one really can make me smile and make me wanna share my story ! i love it",5
aplikasi ini sangat bagus,5
Sangat bermanfaat untuk di gunakan di berbagai macam hal,5
Good,5
nice,5
Tingkatkan terus.,5
saya sangat suka dengan aplikasi ini,5
"lumayan bagus, bisa pelipur rindu ke keluarga yg kita cintai dan sayangi supaya bisa lebih di tingkatkan",5
sangat bagus dan membantu,5
This is a helpfull app for students.,5
sangat membantu sekali dan disa digunakan untuk mencari ilmu pengetahuan secara instan nggak pake ribet,5
KEREN,5
baguss,5
mantap,3
sangat membantu,5
bagus,5
keren,5
bagus,4
I hope this can become a great app,5
"thanks this app very useful for me to solve my problem, thanks",5
good,5
awesome 🔥🔥🔥,5
sangat membantu saya dalam berpikir hal hal yang sulit dan mengerjakan tugas dengan baik,5
"sungguh membantu dalam bljr, aku sgt suka",5
"terima kasih untuk orang yang membuat aplikasi ini,karna saya jadi tahu apapun yang sebelumnya saya tidak tau",5
sangat membantu,5
eror mulu,1
"tolong lah ada fitur untuk kirim gambar, jgn bayar",3
Menbantu bangett dalam pelajaran,5
"Sangat membantu jika digunakan dengan baik, semoga hasil dan data yang diberikan oleh aplikasi ini selalu spesifik agar bisa bermanfaat dan memajukan pola pikir manusia.",5
saya harap gpt mau membantu memberikan jawaban yang lebih detail,5
sangat cocok digunakan,5
"keren, membantu banget suka deh! sukses terus chatgpt!!! ✨",5
cukup membantu,5
bagus memperluas wawasan,5
keren bngt,5
Chyntia Napitupulu:Aplikasi yang memudahkan,4
Aplikasi serba tahu 😍 saya sangat puas. Semua pertanyaan saya terjawab dengan baik. Chat dengan ChatGPT bisa untuk curhat dan cerita. Sangat ramah 😁,5
EXELLENT !!!,5
sangat membantu,5
excelent,5
sangat membantu,5
Bagus banget dan sangat worth it untuk tugas dan pekerjaan apalagi freelance,5
keren si,5
up up up,5
mantap,5
mantappppppppppp👍👍👍👍👍👍👍👍👍👍👍👍👍👍,5
Teknologi masa depan,5
"Ya bagus bagus,, tapi terkadang menyesatkan juga, nanya tugas inggris ke GPT udah yakin, malah dapet 20 di sekolah🤣",5
Respon cepat berbeda dengan web yang nulis per kata,5
sangat bisa membantu,5
Good👍,5
Sangat berguna dan bermanfaat sekali,5
keren,5
good job,5
Keren,5
sangatt mantap lah pokoknya,5
bagus banget,5
mengagumkan ai ini bisa berkembang dengan sangat cepat,5
Sangat bagus,5
sangat bagus,4
ini keren,5
bagus bangettt I really like this application,5
anjayy motipasii,5
bagus banget,5
aplikasi sangat berguna dalam pertanyaan apa pun,5
bgus,5
sangat membantu,5
Sangat bagus dan akurat,5
bagus bgt!!!,5
sangat membantu,5
bgus,5
ok,5
bagus,4
sangat menghibur banget dan berasa punya temen ngobrol yang ngertiin kita,5
bagus biar gak bosen,5
ChatGPT gw nguwawor jir😹😹😹,5
keren,5
apk yang sangat berguna dan membantu,5
Luar Biasa Chat GPT banyak membantu khalayak ramai. terimakasih penemu Chat GPT,5
Sangat membantu,5
good,5
bagus,5
bagusss,5
Sejati,3
"ini memang bagus tapi tolong hilangkan hal yang tidak bisa melanjutkan cerita seperti adegan kekerasan,cinta , ekpilist atau lainnya seperti peringatan jadi tolong hilangkan ini semua ya",1
"search lama , tolong di perbaiki",1
good application 👍,5
bisa dijadiin tmen ngobrol coy,5
bagus,5
The best in the every multiverse bro,5
sejauh ini aku suka banget cepat simpel aku jadi sering pakai chat gpt daripada google,5
good,5
"mksh chatgpt, sy sebagai pelajar sgt terbantu dg adanya kamu, mff kdng ak marah"", syg chatgpt deh mwah, dr pcr jake🤭😽",5
jelek,3
sangat membantu dalam pekerjaan,5
"Bro, Aplikasi Ini Sangat Membantu Dan Bisa Mengobrol Agar Tidak Kesepian",5
Sangat Bagus,5
keren,5
topp dehh,5
baik,5
Ai ini bagus👍👍👍👍👍,5
Sangat bagus,1
aplikasi masa depan,5
mantap sekali,5
bagusss,5
ini sangat membantu kami yang membutuhkan jawaban soal mata pelajaran,5
bagus banget,5
bagus,5
baik,5
sangat baik dan pintar sekali,5
sangat membantu,5
luar biasa,5
sangat revolusioner,5
luar biasa,5
keren sih tapi terbatas,4
Bagus untuk pemula belajar bahasa Inggris... Praktis,5
suka bgt sama ai nya walaupun kadang nanya doang gak akurat banget,4
sangat bagus,5
bagus,5
bgus,5
"sangat membantu untuk pekerjaan, ataupun pendidikan",5
best,5
sangat membantu..,5
bagus banget aplikasi nyaa aku seneng dehhhh,5
tidak menyenangkan karena Makai leter,2
luar biasa sangat membantu,5
mantap,5
nice apps,5
good,5
KEREN SIHHHH APL NYA😻 BISA BANTUIN SEGALA MACEM LAHHH🫰🏻,5
bagusss bangett bisa nemenin aku curhat setiap hari,5
Aplikasi ini sangat bagus untuk menanyai hal yang belum kita tahu,5
"tengkyuuu ngebantu bangett, pengen ambil subscriptionnya tp keuangan belum mampuu 🥲",5
kelass berguna banget,5
Sangat bagus,5
bagus banget,5
It helps a lot of things🔥,5
Membantu untuk masa depan👍,5
aplikasi terbaik 👍,5
baik,4
best. tp di suruh bayar biar di pake selanjutnya,5
baik,4
mantap,4
ok,5
aplikasi sangat bermanfaat,5
"benar² sangat membantu, saya senang sekali",5
luar biasa,5
bagus,4
"aneh, setelah update jadi aneh. Terlalu membatasi, padahal hanya sebatas meminta cerita seseorang sakit dan muntah. Katanya tidak bisa di tulis karena melanggar batas aman. Itu hanya muntah karena sakit demam biasa, loh? 😭",1
bagus untuk belajar di rumah,5
Sgt bagus tapi kurang TDK bisa menampilkan gambar/ video,4
Very interesting,5
help full,5
"sangat buruk padahal aku udah coba berbagai solusi malah tetap ada pesan ""Hmm...something seems to have gone wrong."" padahal koneksinya 10 GBPS",1
"sangat ramah, cepat,intinya the best lah",5
Sukaa bangettt bisa tanya berbagai hal sekalian sebagai teman curhat keren bangett 💗💗,5
G bisa log in susah ribet mending di website langsung!,1
Bagus,5
"knp ni ngebug anjgg pdhl kemaren normal2 aja, aplikasi nya bagus",5
seruuu,5
keepp ittt makeeee betterrrrr!!,5
best lah,5
"There is a message: Request is not allowed, please try again later",5
sangat bermanfaat,5
"gokill, asik bgt AI ke sahabat sendiri, kok bisa sih bikin AI ke gini😘",5
👍,5
mantap,5
sangat bermanfaat .mohon ditingkatkan lagi ya jawaban jawaban nya soalnya mau dipake buat ngerjain pr,5
jelek,1
saya suka ai nya walaupun beberapa jawaban yg ai nya jawab itu kurang tepat tapi menurut saya ChatGPT ini lumayan memuaskan,5
"This app is so helping for task school, i love it💖💖💖🫀",5
good,5
Membantu banget buat nyari jawaban secara ringkas tanpa perlu baca artikel yang iklannya banyak,1
keren banget😋😋,5
baguussssssssssssssssss dan sesuai ekspektasi bangett jawaban nyaaa,5
sangat membantu,5
keren bgt,5
it's working.. very good,5
apk nya sangat membantu saya,5
bagus sekali saya suka banget,5
bguss pisann,5
Bagus,5
balikin fitur analisis gambar dong. sekarang klo curhat harus pa jang lebar jelasin ngetik dlu gak bisa langsung ngirim fto,5
aplikasi o'on,1
sangat membantu apa lagi untuk temn curhat,5
Mantap banget..semua ilmu ada..sekelas Professor multitalenta,5
Pengetahuan cuman sampai 2021,2
kereenn,5
dengan aplikasi ini banyak ilmu yang didapat dan wawasan menjadi luas,5
Membantu ☺,5
mantap,5
mantepp,5
jawaban bagus,5
keren,5
mantap numai,5
mohon di perbaiki karna banyak jawaban yang salah,2
sangat membantu serasa punya temen yang begitu amat pengertian membantu dalam segala pertanyaan yang sulit,4
"keren dan mantaab banget, sangat membantu dan memudahkan dalam banyak hal,,,thank you ChatGPT",5
Bagus bet,5
sangat keren,5
"bagus banget, sangat membantu dalam mengerjakan tugas tugas pekerjaan, respon cepat, hanya beberapa detik langsung dijawab. terima kasih got..",5
"so good, suitable to beginner",5
lama banget yang muncul foto nyaaa,1
sangat membantu pembelajaran,5
"Andi upe saya sangat suka sekali, karna sangat membantu dalam banyak hal... terimah kasih Ai",5
skibidu toilet rizz,5
mantap,5
mantap,5
Terimakasih 🙏,5
"kereenn, seru di ajak ngobrol",5
Thx🗣️💯💯💯💯,5
Gak jauh beda dengan chat robot operator,1
sangat efektif untuk bertanya sesuatu,5
mantan,5
fast respon ga kya nungguin dia🗿,5
mantap,5
lumayan membantu,4
aplikasi OP,5
bagus,5
membantu banget saat kita ingin mengetahui sesuatu.,5
gas,5
"saya nulis ingatan yang harus di ingat. tapi, waktu saya tulis lagi yang baru ingatan lama hilang. mungkin memory ingatannya memang kecil jadi perbesar lagi",3
sangattt baguss,5
puas,5
bgus,5
sangat terhibur,5
top,5
Aplikasi yang paling berfaedah setelah sosmed dan e-commerce,5
bagus,5
"mantab, sangat membantu. pekerjaan menjadi lebih ringan",5
perasaan gw doang atau pas mau geser obrolan agak susah dari sebelumnya?,3
good,5
bisa mem bantu dan menghibur,5
Membantu dalam menulis,5
sangat membantu,5
"Mungkin bisa di tingkatkan bagian ""chat sementara"" , ketika kita ingin membuat chat yang tadinya sementara, menjadi tetap, itu tidak bisa...selebihnya sudah sangat baik Semoga kedepannya tidak ada perubahan,yang membuat semuanya serba terbatas.",5
